KMIA,1065.463842,1194.504297,390.4773385,465.4632124
KMSP,1140,1140,420,420
KOAK,1140,1140,420,420
KORD,1438.327981,1343.214702,466.4364303,512.5560278
KPDX,874.1979522,924.3086817,299.1891892,325.7692308
KPHL,1867.170626,2005.007429,331.9305857,309.3708364
KPHX,1215.290323,1203.564356,485.631068,448.1063123
KRDU,875.1955307,946.5205479,454.7191011,435.7458564
KRSW,1140,952.3756906,420,428.9010989
KSAN,1140,1140,420,420
KSEA,1013.694915,1010.551181,406.2470309,384.3286573
KSFB,915.3554502,928.8181818,484.6153846,447.0909091
KSFO,1316.920777,1360.906568,585.2746165,581.1065007
KTPA,1076.046512,1140,356.2645914,280.9411765
KWRI,1140,1140,623.0075188,420
LATI,596.6494312,611.3383381,320.8695652,310.2861602
LBBG,629.9397187,496.9894045,254.4230769,359.0222222
LBPD,1140,1140,420,420
LBSF,618.4583159,693.6804009,302.8364245,312.2882849
LBWN,723.0061771,652.8655462,287.1666667,364.5037531
LCLK,617.3904243,615.6379943,444.7800963,439.2316975
LCPH,539.5361911,550.1636043,349.1943128,349.2326733
LCRA,1140,1140,420,420
LDDU,528.7225386,542.164557,248.2658023,226.730038
LDOS,1140,1140,420,420
LDPL,1140,544.1666667,420,306.6192171
LDRI,402.2462203,376.4431487,229.1390728,245.9475219
LDSB,1140,1140,420,420
LDSP,552.5018342,496.9583931,219.9555556,219.5561918
LDZA,439.142029,439.6231825,269.1035281,276.3755369
LDZD,1140,1140,420,420
LEAB,426.3829787,398.5416667,258.1294964,260.2787456
LEAL,599.319342,596.0920325,297.3961245,288.6669393
LEAM,437.6477541,440.160574,283.6492611,295.0844854
LEAS,357.5499566,360.0081922,253.824125,262.2897005
LEBB,541.0091999,515.8932857,279.3495633,275.2661157
LEBG,1140,353.6363636,420,267.2727273
LEBL,867.7916886,1054.585521,464.1645612,307.3444492
LEBZ,442.124617,399.4001579,177.9119754,201.3880126
LECO,415.5590366,477.7669225,193.384883,219.6749478
LEDA,1140,1140,420,420
LEGE,435.3941267,557.5324675,246.6118421,232.2894168
LEGR,399.8220361,420.3761194,222.0642801,255.5046145
LEIB,484.1616277,470.7815585,264.5326705,268.5488648
LEJR,464.5524454,574.7784249,272.236313,298.9071591
LELC,445.6672444,533.7641723,279.5355588,252.4434389
LELN,372.3809524,382.7744681,235.254833,239.4425676
LEMD,989.3925228,927.1931435,483.2146471,502.2118018
LEMG,659.3831283,669.8739014,288.3647836,274.0451588
LEMH,445.8627325,478.9977221,246.3953861,243.2106262
LEPA,708.0765039,681.1715944,274.4133672,277.6676047
LEPP,351.7975476,352.410796,295.4341004,295.0720659
LERJ,373.1368421,356.9249106,280.845666,300.2140309
LERL,1140,1140,420,420
LERS,484.0247132,634.9867021,301.5135135,270.4596935
LESA,1140,428.8732394,420,303.793911
LESO,399.2439372,358.1289865,146.506311,185.574157
LEST,535.2176039,517.6339078,211.1501597,220.88337
LETO,1140,1140,420,420
LEVC,519.9190792,519.5131355,248.5336794,237.4050489
LEVD,372.2008003,388.3423619,304.6844217,312.5253256
LEVT,418.6856517,430.2314251,250.9399773,226.394052
LEVX,426.7892768,509.7704705,217.400062,211.7922839
LEXJ,319.8478123,334.4033898,296.1483051,295.6124873
LEZG,416.1196443,425.8536585,342.9545455,346.6726377
LEZL,485.1370143,488.2217973,238.8732587,254.2810481
LFBA,1140,1140,420,420
LFBD,539.8995629,568.577391,293.8090565,290.1846966
LFBE,488.5714286,457.0909091,236.4089776,260.2587322
LFBH,374.3181818,411.9348269,279.408284,300.7272727
LFBI,1140,1140,420,420
LFBL,401.8705036,399.0176817,229.7674419,257.4459725
LFBO,573.2654335,571.85935,315.7635306,300.1027243
LFBP,498.297658,485.0504219,255.6495468,261.1684839
LFBT,744.6969697,724.7582205,324.8903879,331.3380737
LFBZ,488.2163743,523.6995007,152.4482339,170.6491744
LFCK,1140,1140,420,420
LFCR,372.8423475,378.3502538,243.0309989,253.4180432
LFGJ,514.7368421,536.5333333,278.0487805,284.4052863
LFJL,387.0053667,436.6164542,139.9429387,169.0459364
LFKB,361.6282225,376.9763206,255.8571429,247.4772036
